booking_date,flight_date,route,fare_class,customer_type,lead_time,no_show_probability,no_show
2025-06-07,2025-07-03,SFO-LAX,Economy,Business,26,0.151,0
2025-06-30,2025-07-05,SEA-PDX,Economy,Leisure,5,0.368,0
2025-05-04,2025-05-16,NYC-LON,Business,Business,12,0.069,0
2025-07-08,2025-08-02,SEA-PDX,Economy,Leisure,25,0.181,0
2025-04-13,2025-05-11,BOS-DCA,Economy,Business,28,0.147,0
2025-09-16,2025-09-19,CHI-DEN,First,Leisure,3,0.091,0
2025-06-04,2025-06-27,LAS-PHX,Business,Business,23,0.069,1
2025-07-19,2025-07-20,NYC-LON,Economy,Leisure,1,0.364,1
2025-06-23,2025-08-15,NYC-LON,Economy,Leisure,53,0.171,0
2025-04-16,2025-04-17,SFO-LAX,Economy,Business,1,0.175,0
2025-07-08,2025-07-14,BOS-DCA,Economy,Leisure,6,0.396,1
2025-05-14,2025-05-21,CHI-DEN,Economy,Leisure,7,0.325,1
2025-07-29,2025-10-03,SFO-LAX,Business,Leisure,66,0.095,0
2025-08-25,2025-10-02,PHX-LAS,Business,Leisure,38,0.087,0
2025-06-02,2025-06-20,NYC-LON,Economy,Leisure,18,0.218,1
2025-03-30,2025-04-01,LAX-MIA,Economy,Leisure,2,0.374,0
2025-08-26,2025-09-02,CHI-DEN,Economy,Business,7,0.169,0
2025-04-25,2025-04-26,DFW-LAX,Economy,Business,1,0.152,1
2025-08-23,2025-09-06,NYC-LON,Economy,Business,14,0.158,0
2025-04-28,2025-05-22,ATL-DFW,Economy,Leisure,24,0.174,0
2025-09-20,2025-11-08,NYC-LON,Business,Business,49,0.06,0
2025-05-17,2025-06-16,SFO-LAX,Economy,Leisure,30,0.204,0
2025-06-18,2025-07-09,NYC-LON,First,Business,21,0.029,0
2025-06-23,2025-07-02,NYC-LON,Economy,Business,9,0.136,0
2025-04-01,2025-04-26,CHI-DEN,First,Leisure,25,0.074,0
2025-05-25,2025-06-02,BWI-ORD,Economy,Business,8,0.123,0
2025-09-02,2025-09-06,CHI-DEN,Economy,Business,4,0.243,0
2025-09-07,2025-09-21,SFO-LAX,First,Business,14,0.036,0
2025-07-14,2025-09-20,LAX-MIA,Business,Leisure,68,0.099,0
2025-04-22,2025-06-24,LAX-MIA,Business,Business,63,0.05,0
2025-04-16,2025-04-25,PHX-LAS,Economy,Business,9,0.11,0
2025-07-02,2025-07-07,BOS-DCA,Business,Leisure,5,0.177,0
2025-05-27,2025-06-02,CHI-DEN,Economy,Leisure,6,0.434,0
2025-09-19,2025-10-10,JFK-SFO,Economy,Leisure,21,0.267,0
2025-09-14,2025-09-19,BOS-DCA,Business,Leisure,5,0.152,0
2025-07-06,2025-07-17,SFO-LAX,Economy,Leisure,11,0.238,0
2025-05-03,2025-05-23,LAX-MIA,Economy,Business,20,0.148,0
2025-07-13,2025-07-22,NYC-LON,Economy,Leisure,9,0.266,0
2025-04-16,2025-05-05,BWI-ORD,Economy,Business,19,0.113,0
2025-07-06,2025-08-10,ORD-MIA,Economy,Business,35,0.102,1
2025-04-08,2025-04-29,LAX-MIA,Economy,Leisure,21,0.307,0
2025-06-16,2025-07-09,NYC-LON,Economy,Business,23,0.139,0
2025-06-29,2025-07-02,LAX-MIA,Economy,Leisure,3,0.44,0
2025-05-09,2025-05-12,NYC-LON,First,Leisure,3,0.086,0
2025-08-31,2025-09-26,LAX-MIA,Economy,Leisure,26,0.255,1
2025-09-04,2025-09-21,CHI-DEN,Economy,Business,17,0.133,0
2025-05-30,2025-06-07,BOS-DCA,Economy,Business,8,0.126,0
2025-05-27,2025-06-02,SFO-LAX,Economy,Leisure,6,0.342,0
2025-04-16,2025-04-18,LAX-MIA,Economy,Business,2,0.223,0
2025-06-04,2025-09-01,NYC-LON,Economy,Leisure,89,0.233,0
2025-07-20,2025-08-04,NYC-LON,Economy,Business,15,0.157,0
2025-05-03,2025-05-12,NYC-LON,Economy,Business,9,0.155,0
2025-05-06,2025-05-13,NYC-LON,Business,Leisure,7,0.159,0
2025-07-05,2025-10-01,MIA-ATL,Business,Leisure,88,0.108,0
2025-08-19,2025-08-24,SEA-PDX,Business,Leisure,5,0.179,0
2025-05-12,2025-05-13,LAX-MIA,Economy,Leisure,1,0.36,0
2025-06-16,2025-09-14,CHI-DEN,Economy,Business,90,0.132,0
2025-07-20,2025-08-14,LAX-MIA,Business,Business,25,0.067,0
2025-07-14,2025-09-06,CHI-DEN,Economy,Business,54,0.117,0
2025-09-15,2025-09-24,BOS-DCA,Business,Business,9,0.064,0
2025-03-28,2025-05-05,SFO-LAX,Economy,Leisure,38,0.15,0
2025-07-20,2025-10-07,LAX-MIA,Economy,Leisure,79,0.24,0
2025-04-12,2025-04-22,PHX-LAS,Business,Leisure,10,0.113,0
2025-06-07,2025-08-29,NYC-LON,Economy,Business,83,0.107,0
2025-05-06,2025-05-14,SEA-PDX,Economy,Business,8,0.111,0
2025-09-23,2025-10-11,SFO-LAX,Economy,Business,18,0.137,0
2025-04-10,2025-06-23,CHI-DEN,Business,Leisure,74,0.118,0
2025-08-10,2025-10-31,LAX-MIA,Economy,Business,82,0.106,0
2025-04-30,2025-05-01,DEN-SEA,Economy,Leisure,1,0.408,0
2025-08-04,2025-08-11,NYC-LON,Economy,Leisure,7,0.349,1
2025-06-21,2025-06-26,NYC-LON,Business,Leisure,5,0.225,0
2025-04-04,2025-04-18,NYC-LON,Business,Leisure,14,0.118,0
2025-08-21,2025-09-04,BWI-ORD,Economy,Leisure,14,0.226,0
2025-08-17,2025-08-20,LAX-MIA,Economy,Business,3,0.215,0
2025-09-02,2025-09-04,ORD-MIA,First,Business,2,0.042,0
2025-06-07,2025-06-18,SFO-LAX,Economy,Leisure,11,0.231,0
2025-04-21,2025-06-29,SEA-PDX,Business,Business,69,0.045,0
2025-06-14,2025-07-09,NYC-LON,Economy,Business,25,0.138,0
2025-05-27,2025-05-30,SEA-PDX,Economy,Business,3,0.157,0
2025-05-19,2025-08-05,LAX-MIA,Economy,Leisure,78,0.186,0
2025-07-18,2025-07-31,LAX-MIA,First,Leisure,13,0.055,0
2025-04-08,2025-04-22,NYC-LON,Economy,Business,14,0.125,0
2025-06-04,2025-06-08,NYC-LON,Economy,Leisure,4,0.384,0
2025-08-17,2025-08-18,NYC-LON,Economy,Leisure,1,0.425,0
2025-05-02,2025-05-28,BWI-ORD,Economy,Leisure,26,0.204,0
2025-07-22,2025-08-09,NYC-LON,Economy,Leisure,18,0.247,0
2025-08-27,2025-09-06,CHI-DEN,Business,Leisure,10,0.135,0
2025-04-08,2025-04-09,BOS-DCA,First,Business,1,0.052,0
2025-05-01,2025-05-08,NYC-LON,Economy,Business,7,0.171,1
2025-04-22,2025-05-05,LAX-MIA,Business,Business,13,0.056,0
2025-06-16,2025-07-14,NYC-LON,Economy,Leisure,28,0.282,0
2025-04-01,2025-04-12,PHX-LAS,Economy,Leisure,11,0.27,0
2025-05-02,2025-05-23,PHX-LAS,Economy,Leisure,21,0.227,1
2025-06-28,2025-07-26,BOS-DCA,Economy,Leisure,28,0.246,0
2025-07-11,2025-08-03,LAX-MIA,First,Leisure,23,0.059,0
2025-06-06,2025-06-07,SFO-LAX,Business,Leisure,1,0.176,0
2025-05-28,2025-06-13,LAX-MIA,Economy,Leisure,16,0.208,0
2025-05-28,2025-05-30,PHX-LAS,Economy,Leisure,2,0.38,1
2025-05-30,2025-06-15,LAX-MIA,Business,Leisure,16,0.114,1
2025-04-22,2025-04-28,NYC-LON,Economy,Business,6,0.176,1
2025-05-24,2025-06-22,LAS-PHX,Economy,Leisure,29,0.245,0
2025-06-23,2025-09-05,CHI-DEN,Economy,Business,74,0.089,0
2025-09-19,2025-09-27,NYC-LON,Economy,Leisure,8,0.251,0
2025-05-09,2025-05-12,ATL-DFW,Economy,Leisure,3,0.267,0
2025-03-28,2025-04-05,ORD-MIA,Economy,Business,8,0.129,0
2025-09-10,2025-10-10,CHI-DEN,Economy,Leisure,30,0.265,0
2025-07-11,2025-07-15,CHI-DEN,Economy,Leisure,4,0.414,0
2025-05-22,2025-05-23,SFO-LAX,Economy,Business,1,0.156,0
2025-06-09,2025-07-06,MIA-ATL,Economy,Leisure,27,0.189,0
2025-08-05,2025-08-29,LAX-MIA,Business,Business,24,0.072,0
2025-04-08,2025-06-24,SEA-PDX,First,Leisure,77,0.045,0
2025-05-26,2025-08-04,NYC-LON,Economy,Business,70,0.11,0
2025-08-14,2025-09-04,MIA-ATL,Economy,Business,21,0.129,0
2025-06-24,2025-07-07,NYC-LON,Business,Leisure,13,0.144,0
2025-08-25,2025-09-09,CHI-DEN,First,Leisure,15,0.071,0
2025-05-04,2025-05-06,ORD-MIA,Business,Leisure,2,0.148,1
2025-06-03,2025-08-21,NYC-LON,Economy,Leisure,79,0.229,0
2025-05-03,2025-05-04,NYC-LON,Economy,Business,1,0.196,0
2025-06-02,2025-06-13,NYC-LON,Economy,Leisure,11,0.219,1
2025-06-09,2025-07-02,LAX-MIA,Economy,Business,23,0.132,0
2025-06-23,2025-07-17,CHI-DEN,Economy,Leisure,24,0.248,0
2025-05-29,2025-06-27,LAX-MIA,Economy,Business,29,0.111,0
2025-09-06,2025-09-09,CHI-DEN,Business,Leisure,3,0.185,1
2025-04-12,2025-04-17,NYC-LON,Economy,Leisure,5,0.411,0
2025-07-10,2025-09-23,SFO-LAX,Economy,Leisure,75,0.218,1
2025-07-14,2025-07-26,BOS-DCA,Economy,Business,12,0.128,0
2025-04-10,2025-05-08,CHI-DEN,Economy,Business,28,0.113,0
2025-08-22,2025-09-05,NYC-LON,Economy,Leisure,14,0.284,1
2025-09-16,2025-10-02,LAX-MIA,Business,Leisure,16,0.154,1
2025-09-08,2025-10-02,LAX-MIA,Economy,Leisure,24,0.219,0
2025-09-22,2025-12-13,SEA-PDX,Economy,Leisure,82,0.198,0
2025-04-24,2025-04-27,LAX-MIA,Business,Leisure,3,0.206,0
2025-05-13,2025-06-06,SFO-LAX,Business,Business,24,0.053,0
2025-06-10,2025-06-11,CHI-DEN,Economy,Business,1,0.173,0
2025-06-12,2025-07-02,ORD-MIA,Economy,Leisure,20,0.28,0
2025-05-21,2025-06-03,NYC-LON,Economy,Leisure,13,0.219,0
2025-05-11,2025-05-13,CHI-DEN,Economy,Business,2,0.213,0
2025-08-24,2025-09-04,LAX-MIA,Economy,Leisure,11,0.218,0
2025-06-20,2025-07-02,NYC-LON,Economy,Business,12,0.16,0
2025-07-30,2025-08-05,CHI-DEN,Economy,Business,6,0.239,0
2025-04-30,2025-05-18,ATL-DFW,Economy,Leisure,18,0.22,0
2025-05-17,2025-07-29,CHI-DEN,Business,Business,73,0.062,0
2025-06-11,2025-08-02,SFO-LAX,First,Leisure,52,0.051,0
2025-08-12,2025-09-11,LAX-MIA,Economy,Leisure,30,0.215,0
2025-05-08,2025-06-03,SFO-LAX,Business,Leisure,26,0.094,0
2025-05-10,2025-05-11,LAX-MIA,Economy,Leisure,1,0.438,0
2025-09-02,2025-09-22,SFO-LAX,Economy,Leisure,20,0.219,1
2025-09-17,2025-10-03,NYC-LON,First,Leisure,16,0.059,0
2025-09-01,2025-09-05,BOS-DCA,Economy,Leisure,4,0.306,0
2025-07-09,2025-07-30,JFK-SFO,Economy,Leisure,21,0.271,1
2025-07-24,2025-08-16,CHI-DEN,Economy,Leisure,23,0.234,0
2025-05-05,2025-05-26,BOS-DCA,Business,Business,21,0.064,0
2025-08-29,2025-09-03,BOS-DCA,Economy,Leisure,5,0.343,0
2025-05-18,2025-05-20,LAX-MIA,First,Leisure,2,0.098,0
2025-05-04,2025-05-26,LAS-PHX,Economy,Leisure,22,0.203,1
2025-05-23,2025-05-26,PHX-LAS,Economy,Business,3,0.199,0
2025-05-16,2025-05-18,SEA-PDX,Economy,Business,2,0.163,1
2025-08-19,2025-11-14,CHI-DEN,Economy,Leisure,87,0.191,0
2025-06-28,2025-09-12,CHI-DEN,Economy,Leisure,76,0.193,0
2025-04-23,2025-06-01,BOS-DCA,Economy,Leisure,39,0.217,0
2025-06-10,2025-07-03,SEA-PDX,Economy,Leisure,23,0.223,1
2025-09-16,2025-11-14,BOS-DCA,Economy,Leisure,59,0.212,0
2025-08-09,2025-09-09,NYC-LON,Economy,Business,31,0.089,0
2025-07-14,2025-08-26,NYC-LON,Economy,Business,43,0.121,0
2025-05-20,2025-06-12,DFW-LAX,Business,Business,23,0.055,0
2025-06-14,2025-06-17,SFO-LAX,Economy,Leisure,3,0.373,0
2025-04-02,2025-04-28,NYC-LON,Economy,Business,26,0.142,0
2025-05-13,2025-06-11,NYC-LON,First,Leisure,29,0.067,0
2025-05-30,2025-06-03,BOS-DCA,Business,Business,4,0.111,0
2025-06-11,2025-06-17,SFO-LAX,Economy,Leisure,6,0.287,0
2025-09-11,2025-09-15,SFO-LAX,Economy,Business,4,0.177,0
2025-09-17,2025-10-17,CHI-DEN,Economy,Business,30,0.12,0
2025-04-16,2025-05-07,ATL-DFW,Economy,Leisure,21,0.197,0
2025-08-27,2025-11-19,NYC-LON,Economy,Leisure,84,0.242,0
2025-04-18,2025-05-10,SFO-LAX,Economy,Business,22,0.102,0
2025-03-30,2025-04-01,NYC-LON,Business,Business,2,0.109,0
2025-08-28,2025-09-14,PHX-LAS,Economy,Leisure,17,0.226,0
2025-04-08,2025-04-30,ATL-DFW,Business,Leisure,22,0.099,0
2025-09-17,2025-10-01,NYC-LON,Economy,Leisure,14,0.267,0
2025-04-30,2025-05-05,LAX-MIA,Economy,Leisure,5,0.378,1
2025-09-12,2025-09-15,SFO-LAX,Economy,Leisure,3,0.331,0
2025-05-08,2025-05-25,SFO-LAX,Economy,Leisure,17,0.236,0
2025-08-17,2025-08-22,PHX-LAS,Economy,Business,5,0.177,0
2025-04-13,2025-06-04,NYC-LON,Economy,Leisure,52,0.203,0
2025-04-28,2025-05-15,CHI-DEN,Economy,Leisure,17,0.287,1
2025-07-29,2025-08-28,LAX-MIA,Economy,Business,30,0.152,0
2025-07-01,2025-07-21,NYC-LON,First,Business,20,0.029,0
2025-08-25,2025-08-29,NYC-LON,Economy,Leisure,4,0.316,1
2025-08-04,2025-08-06,JFK-SFO,Business,Business,2,0.097,0
2025-09-18,2025-09-21,DFW-LAX,Economy,Leisure,3,0.334,0
2025-08-26,2025-09-17,LAX-MIA,Business,Leisure,22,0.151,0
2025-04-17,2025-05-22,NYC-LON,Business,Business,35,0.049,0
2025-03-30,2025-04-27,LAX-MIA,Economy,Leisure,28,0.225,0
2025-08-16,2025-09-01,JFK-SFO,Business,Leisure,16,0.135,0
2025-09-03,2025-11-12,NYC-LON,Economy,Leisure,70,0.218,0
2025-05-19,2025-06-18,LAX-MIA,Economy,Leisure,30,0.257,0
2025-06-13,2025-08-24,NYC-LON,Economy,Business,72,0.127,0
2025-07-07,2025-07-20,DEN-SEA,Economy,Leisure,13,0.2,1
2025-06-02,2025-06-11,CHI-DEN,Economy,Leisure,9,0.254,0
2025-05-19,2025-06-01,CHI-DEN,Economy,Business,13,0.161,0
2025-05-18,2025-06-03,DEN-SEA,Economy,Business,16,0.103,0
2025-08-04,2025-09-02,PHX-LAS,Economy,Leisure,29,0.2,0
2025-05-07,2025-05-24,LAX-MIA,Economy,Leisure,17,0.303,0
2025-04-09,2025-04-15,SFO-LAX,Business,Business,6,0.091,0
2025-08-01,2025-08-26,SEA-PDX,Business,Leisure,25,0.118,0
2025-08-06,2025-10-02,NYC-LON,Economy,Leisure,57,0.196,0
2025-08-22,2025-10-23,PHX-LAS,Business,Business,62,0.049,0
2025-06-12,2025-06-29,LAX-MIA,Economy,Leisure,17,0.301,1
2025-07-01,2025-09-28,SFO-LAX,Business,Leisure,89,0.083,0
2025-05-10,2025-05-28,SFO-LAX,Economy,Leisure,18,0.196,1
2025-05-05,2025-05-12,BOS-DCA,Economy,Business,7,0.156,0
2025-07-13,2025-07-16,BOS-DCA,Economy,Business,3,0.19,1
2025-06-10,2025-07-19,SFO-LAX,Economy,Business,39,0.119,0
2025-08-21,2025-09-20,BOS-DCA,Economy,Leisure,30,0.216,1
2025-04-01,2025-04-13,CHI-DEN,Business,Leisure,12,0.116,0
2025-05-01,2025-05-27,NYC-LON,Economy,Leisure,26,0.301,0
2025-07-09,2025-10-02,NYC-LON,Economy,Leisure,85,0.225,0
2025-04-08,2025-04-13,NYC-LON,Economy,Business,5,0.24,1
2025-04-16,2025-04-26,BOS-DCA,Business,Business,10,0.063,0
2025-05-05,2025-05-08,NYC-LON,Economy,Leisure,3,0.359,0
2025-07-21,2025-07-22,CHI-DEN,Economy,Leisure,1,0.425,1
2025-06-13,2025-06-21,LAX-MIA,Business,Business,8,0.074,0
2025-05-28,2025-06-02,BOS-DCA,Business,Leisure,5,0.173,0
2025-08-13,2025-08-14,SFO-LAX,Economy,Business,1,0.207,1
2025-04-05,2025-04-17,CHI-DEN,Economy,Leisure,12,0.298,0
2025-06-02,2025-08-23,SFO-LAX,Economy,Leisure,82,0.157,0
2025-06-02,2025-06-03,NYC-LON,Economy,Business,1,0.187,0
2025-08-03,2025-08-07,NYC-LON,Economy,Leisure,4,0.414,1
2025-08-30,2025-10-10,SEA-PDX,Economy,Leisure,41,0.19,0
2025-04-16,2025-04-18,DEN-SEA,Economy,Leisure,2,0.313,1
2025-07-03,2025-07-07,BOS-DCA,Economy,Business,4,0.168,0
2025-07-14,2025-07-24,JFK-SFO,Economy,Leisure,10,0.234,0
2025-05-09,2025-07-15,NYC-LON,First,Leisure,67,0.061,0
2025-04-03,2025-05-12,LAX-MIA,Economy,Leisure,39,0.191,0
2025-05-23,2025-05-24,SFO-LAX,Economy,Business,1,0.2,0
2025-04-26,2025-05-04,SFO-LAX,Business,Business,8,0.069,0
2025-04-18,2025-04-20,LAX-MIA,Economy,Business,2,0.183,1
2025-04-23,2025-05-11,NYC-LON,Economy,Leisure,18,0.21,0
2025-06-09,2025-06-17,LAX-MIA,Business,Business,8,0.061,1
2025-04-06,2025-06-20,SEA-PDX,Economy,Business,75,0.084,0
2025-09-22,2025-09-26,NYC-LON,Economy,Leisure,4,0.331,1
2025-08-31,2025-09-05,PHX-LAS,Business,Business,5,0.079,0
2025-07-06,2025-07-08,LAX-MIA,Economy,Business,2,0.19,0
2025-04-14,2025-04-21,ATL-DFW,Economy,Leisure,7,0.303,1
2025-06-03,2025-06-24,SEA-PDX,Business,Leisure,21,0.085,0
2025-09-02,2025-11-10,SFO-LAX,Economy,Business,69,0.096,0
2025-07-13,2025-07-23,LAX-MIA,Business,Business,10,0.081,1
2025-05-18,2025-06-07,DEN-SEA,Business,Leisure,20,0.111,0
2025-04-12,2025-04-21,BWI-ORD,Economy,Leisure,9,0.202,0
2025-07-20,2025-09-11,CHI-DEN,Economy,Leisure,53,0.222,0
2025-06-07,2025-06-16,DEN-SEA,Economy,Leisure,9,0.19,0
2025-08-17,2025-08-21,MIA-ATL,Economy,Business,4,0.195,0
2025-08-13,2025-08-20,NYC-LON,Business,Business,7,0.113,0
2025-09-03,2025-09-24,NYC-LON,Economy,Leisure,21,0.257,0
2025-06-18,2025-09-05,JFK-SFO,Business,Business,79,0.053,0
2025-06-27,2025-07-11,DEN-SEA,Economy,Business,14,0.151,0
2025-09-23,2025-09-30,BOS-DCA,Economy,Leisure,7,0.384,1
2025-06-20,2025-06-22,NYC-LON,Economy,Leisure,2,0.378,0
2025-08-07,2025-08-13,NYC-LON,Business,Business,6,0.121,0
2025-04-16,2025-05-14,NYC-LON,Economy,Business,28,0.126,0
